mobility_key,metro_area,subregion,province,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
1,National Capital Region,Ottawa Division,Ontario,13,6,68,3,1,-2
2,National Capital Region,Ottawa Division,Ontario,30,26,128,3,4,-4
3,National Capital Region,Ottawa Division,Ontario,-30,-53,52,-40,-62,14
4,National Capital Region,Ottawa Division,Ontario,-5,9,-8,-6,-2,1
5,National Capital Region,Ottawa Division,Ontario,0,6,-8,-8,1,0
6,National Capital Region,Ottawa Division,Ontario,6,4,0,-8,1,0
7,National Capital Region,Ottawa Division,Ontario,-1,0,9,-9,-8,2
8,National Capital Region,Ottawa Division,Ontario,17,11,54,5,4,-2
9,National Capital Region,Ottawa Division,Ontario,18,17,38,4,6,-2
10,National Capital Region,Ottawa Division,Ontario,4,5,13,-6,2,0
11,National Capital Region,Ottawa Division,Ontario,1,10,2,-6,3,-1
12,National Capital Region,Ottawa Division,Ontario,-5,6,-14,-2,1,1
13,National Capital Region,Ottawa Division,Ontario,-25,-25,-29,-22,-31,13
14,National Capital Region,Ottawa Division,Ontario,-2,3,-12,2,-3,2
15,National Capital Region,Ottawa Division,Ontario,13,13,-8,4,7,-2
16,National Capital Region,Ottawa Division,Ontario,17,22,17,3,9,-2
17,National Capital Region,Ottawa Division,Ontario,2,6,-7,-5,4,0
18,National Capital Region,Ottawa Division,Ontario,0,5,-10,-2,4,0
19,National Capital Region,Ottawa Division,Ontario,3,9,-9,-2,5,0
20,National Capital Region,Ottawa Division,Ontario,9,8,-5,-4,-1,0
21,National Capital Region,Ottawa Division,Ontario,-3,-2,-10,-1,5,1
22,National Capital Region,Ottawa Division,Ontario,18,12,16,5,6,-3
23,National Capital Region,Ottawa Division,Ontario,16,20,30,0,6,-2
24,National Capital Region,Ottawa Division,Ontario,4,8,11,-8,3,0
25,National Capital Region,Ottawa Division,Ontario,-2,4,-9,-8,3,1
26,National Capital Region,Ottawa Division,Ontario,2,12,-7,-5,3,0
27,National Capital Region,Ottawa Division,Ontario,8,35,-3,-8,0,1
28,National Capital Region,Ottawa Division,Ontario,-8,41,-22,-18,-6,5
29,National Capital Region,Ottawa Division,Ontario,-9,24,3,-17,-2,3
30,National Capital Region,Ottawa Division,Ontario,-13,14,10,-25,-6,3
31,National Capital Region,Ottawa Division,Ontario,-25,17,-23,-52,-48,17
32,National Capital Region,Ottawa Division,Ontario,-43,-5,-35,-59,-59,22
33,National Capital Region,Ottawa Division,Ontario,-46,-9,-23,-61,-61,23
34,National Capital Region,Ottawa Division,Ontario,-47,-11,-20,-64,-64,24
35,National Capital Region,Ottawa Division,Ontario,-54,-19,-35,-64,-64,26
36,National Capital Region,Ottawa Division,Ontario,-55,-24,-9,-54,-39,13
37,National Capital Region,Ottawa Division,Ontario,-53,-24,21,-58,-39,10
38,National Capital Region,Ottawa Division,Ontario,-55,-27,-53,-74,-68,26
39,National Capital Region,Ottawa Division,Ontario,-56,-23,-30,-73,-70,27
40,National Capital Region,Ottawa Division,Ontario,-62,-33,-39,-74,-72,29
41,National Capital Region,Ottawa Division,Ontario,-61,-33,-47,-76,-73,30
42,National Capital Region,Ottawa Division,Ontario,-61,-28,-3,-71,-71,29
43,National Capital Region,Ottawa Division,Ontario,-62,-34,-13,-66,-49,14
44,National Capital Region,Ottawa Division,Ontario,-66,-44,-61,-76,-48,14
45,National Capital Region,Ottawa Division,Ontario,-61,-34,-50,-77,-74,28
46,National Capital Region,Ottawa Division,Ontario,-56,-25,-18,-72,-74,27
47,National Capital Region,Ottawa Division,Ontario,-58,-31,-28,-72,-73,28
48,National Capital Region,Ottawa Division,Ontario,-58,-30,-25,-74,-74,29
49,National Capital Region,Ottawa Division,Ontario,-63,-33,-44,-75,-73,31
50,National Capital Region,Ottawa Division,Ontario,-60,-34,12,-59,-48,14
51,National Capital Region,Ottawa Division,Ontario,-63,-38,-21,-70,-48,13
52,National Capital Region,Ottawa Division,Ontario,-59,-31,-11,-74,-74,27
53,National Capital Region,Ottawa Division,Ontario,-60,-28,-28,-75,-74,28
54,National Capital Region,Ottawa Division,Ontario,-59,-24,-45,-75,-74,29
55,National Capital Region,Ottawa Division,Ontario,-53,-6,-53,-77,-75,29
56,National Capital Region,Ottawa Division,Ontario,-86,-80,-54,-85,-89,38
57,National Capital Region,Ottawa Division,Ontario,-56,-14,-18,-63,-48,14
58,National Capital Region,Ottawa Division,Ontario,-83,-79,-15,-72,-58,14
59,National Capital Region,Ottawa Division,Ontario,-64,-36,-64,-83,-80,31
60,National Capital Region,Ottawa Division,Ontario,-59,-23,-40,-77,-74,29
61,National Capital Region,Ottawa Division,Ontario,-59,-27,-48,-76,-74,29
62,National Capital Region,Ottawa Division,Ontario,-59,-27,-39,-76,-74,30
63,National Capital Region,Ottawa Division,Ontario,-62,-30,-33,-74,-72,31
64,National Capital Region,Ottawa Division,Ontario,-61,-32,7,-59,-43,14
65,National Capital Region,Ottawa Division,Ontario,-65,-42,-50,-74,-46,14
66,National Capital Region,Ottawa Division,Ontario,-58,-29,-16,-74,-73,27
67,National Capital Region,Ottawa Division,Ontario,-62,-36,-59,-78,-74,30
68,National Capital Region,Ottawa Division,Ontario,-60,-31,-53,-77,-73,30
69,National Capital Region,Ottawa Division,Ontario,-56,-23,-22,-73,-73,29
70,National Capital Region,Ottawa Division,Ontario,-63,-29,-29,-73,-71,30
71,National Capital Region,Ottawa Division,Ontario,-59,-28,31,-56,-41,13
72,National Capital Region,Ottawa Division,Ontario,-59,-31,-10,-66,-41,12
73,National Capital Region,Ottawa Division,Ontario,-57,-26,-16,-73,-72,27
74,National Capital Region,Ottawa Division,Ontario,-55,-23,-1,-70,-72,27
75,National Capital Region,Ottawa Division,Ontario,-56,-27,-31,-73,-71,28
76,National Capital Region,Ottawa Division,Ontario,-57,-28,-59,-77,-72,30
77,National Capital Region,Ottawa Division,Ontario,-57,-22,-14,-70,-70,29
78,National Capital Region,Ottawa Division,Ontario,-55,-26,30,-56,-37,12
79,National Capital Region,Ottawa Division,Ontario,-51,-24,53,-59,-35,10
80,National Capital Region,Ottawa Division,Ontario,-54,-25,-27,-74,-71,27
81,National Capital Region,Ottawa Division,Ontario,-53,-22,-12,-71,-71,27
82,National Capital Region,Ottawa Division,Ontario,-53,-21,-5,-70,-70,27
83,National Capital Region,Ottawa Division,Ontario,-53,-20,-10,-72,-70,28
84,National Capital Region,Ottawa Division,Ontario,-58,-22,-27,-72,-68,29
85,National Capital Region,Ottawa Division,Ontario,-53,-17,-34,-67,-36,14
86,National Capital Region,Ottawa Division,Ontario,-43,-12,46,-61,-27,9
87,National Capital Region,Ottawa Division,Ontario,-53,-25,-2,-73,-69,26
88,National Capital Region,Ottawa Division,Ontario,-52,-22,-13,-73,-69,27
89,National Capital Region,Ottawa Division,Ontario,-49,-19,15,-69,-68,26
90,National Capital Region,Ottawa Division,Ontario,-48,-17,12,-69,-69,26
91,National Capital Region,Ottawa Division,Ontario,-55,-23,-29,-72,-68,29
92,National Capital Region,Ottawa Division,Ontario,-48,-18,68,-52,-30,10
93,National Capital Region,Ottawa Division,Ontario,-37,-7,121,-55,-24,8
94,National Capital Region,Ottawa Division,Ontario,-67,-62,93,-76,-85,27
95,National Capital Region,Ottawa Division,Ontario,-40,-4,17,-69,-67,24
96,National Capital Region,Ottawa Division,Ontario,-39,-7,43,-66,-66,24
97,National Capital Region,Ottawa Division,Ontario,-39,-9,50,-67,-67,24
98,National Capital Region,Ottawa Division,Ontario,-45,-14,55,-66,-63,24
99,National Capital Region,Ottawa Division,Ontario,-40,-13,117,-48,-21,8
100,National Capital Region,Ottawa Division,Ontario,-35,-14,145,-52,-19,6
101,National Capital Region,Ottawa Division,Ontario,-41,-16,20,-69,-67,23
102,National Capital Region,Ottawa Division,Ontario,-42,-17,16,-69,-66,24
103,National Capital Region,Ottawa Division,Ontario,-40,-13,23,-67,-65,24
104,National Capital Region,Ottawa Division,Ontario,-39,-11,9,-68,-65,24
105,National Capital Region,Ottawa Division,Ontario,-44,-15,14,-65,-62,25
106,National Capital Region,Ottawa Division,Ontario,-41,-16,38,-52,-16,10
107,National Capital Region,Ottawa Division,Ontario,-34,-9,86,-55,-12,6
108,National Capital Region,Ottawa Division,Ontario,-37,-13,32,-67,-64,22
109,National Capital Region,Ottawa Division,Ontario,-41,-17,-5,-70,-64,24
110,National Capital Region,Ottawa Division,Ontario,-40,-12,17,-67,-63,23
111,National Capital Region,Ottawa Division,Ontario,-35,-9,73,-64,-62,22
112,National Capital Region,Ottawa Division,Ontario,-42,-14,99,-62,-60,22
113,National Capital Region,Ottawa Division,Ontario,-38,-13,85,-52,-13,8
114,National Capital Region,Ottawa Division,Ontario,-30,-9,184,-52,-7,4
115,National Capital Region,Ottawa Division,Ontario,-34,-11,64,-65,-62,21
116,National Capital Region,Ottawa Division,Ontario,-37,-13,38,-67,-62,22
117,National Capital Region,Ottawa Division,Ontario,-36,-11,20,-66,-62,23
118,National Capital Region,Ottawa Division,Ontario,-33,-8,57,-65,-61,22
119,National Capital Region,Ottawa Division,Ontario,-37,-11,48,-62,-58,21
120,National Capital Region,Ottawa Division,Ontario,-32,-13,99,-47,-6,6
121,National Capital Region,Ottawa Division,Ontario,-24,-9,195,-48,-1,3
122,National Capital Region,Ottawa Division,Ontario,-26,-6,84,-63,-61,19
123,National Capital Region,Ottawa Division,Ontario,-28,-7,83,-63,-60,20
124,National Capital Region,Ottawa Division,Ontario,-29,-6,76,-61,-60,20
125,National Capital Region,Ottawa Division,Ontario,-27,-5,81,-62,-60,20
126,National Capital Region,Ottawa Division,Ontario,-34,-8,81,-59,-57,19
127,National Capital Region,Ottawa Division,Ontario,-30,-8,130,-44,-2,3
128,National Capital Region,Ottawa Division,Ontario,-23,-8,150,-52,5,0
129,National Capital Region,Ottawa Division,Ontario,-30,-14,30,-65,-62,20
130,National Capital Region,Ottawa Division,Ontario,-30,-10,34,-64,-61,21
131,National Capital Region,Ottawa Division,Ontario,-23,-2,50,-60,-59,20
132,National Capital Region,Ottawa Division,Ontario,-25,-6,72,-61,-59,20
133,National Capital Region,Ottawa Division,Ontario,-33,-10,85,-58,-56,18
134,National Capital Region,Ottawa Division,Ontario,-31,-14,67,-47,-8,6
135,National Capital Region,Ottawa Division,Ontario,-24,-9,131,-48,4,2
136,National Capital Region,Ottawa Division,Ontario,-21,1,62,-61,-59,18
137,National Capital Region,Ottawa Division,Ontario,-11,28,71,-59,-58,16
138,National Capital Region,Ottawa Division,Ontario,-60,-57,194,-68,-79,19
139,National Capital Region,Ottawa Division,Ontario,-26,-1,22,-62,-62,19
140,National Capital Region,Ottawa Division,Ontario,-31,-4,84,-57,-58,17
141,National Capital Region,Ottawa Division,Ontario,-29,-10,157,-39,-3,3
142,National Capital Region,Ottawa Division,Ontario,-22,-5,177,-42,1,0
143,National Capital Region,Ottawa Division,Ontario,-22,-1,87,-59,-60,17
144,National Capital Region,Ottawa Division,Ontario,-26,-6,62,-60,-60,19
145,National Capital Region,Ottawa Division,Ontario,-25,-3,56,-59,-58,19
146,National Capital Region,Ottawa Division,Ontario,-25,-2,48,-60,-58,19
147,National Capital Region,Ottawa Division,Ontario,-32,-8,57,-59,-56,18
148,National Capital Region,Ottawa Division,Ontario,-29,-9,36,-44,-7,6
149,National Capital Region,Ottawa Division,Ontario,-21,-3,150,-44,1,2
150,National Capital Region,Ottawa Division,Ontario,-23,-4,75,-58,-59,17
151,National Capital Region,Ottawa Division,Ontario,-24,-5,78,-59,-59,18
152,National Capital Region,Ottawa Division,Ontario,-23,-4,78,-58,-57,17
153,National Capital Region,Ottawa Division,Ontario,-23,-1,43,-60,-58,19
154,National Capital Region,Ottawa Division,Ontario,-28,-5,92,-55,-55,16
155,National Capital Region,Ottawa Division,Ontario,-26,-8,164,-38,0,2
156,National Capital Region,Ottawa Division,Ontario,-22,-7,104,-46,-1,1
157,National Capital Region,Ottawa Division,Ontario,-20,-1,81,-59,-58,17
158,National Capital Region,Ottawa Division,Ontario,-22,-4,92,-59,-57,17
159,National Capital Region,Ottawa Division,Ontario,-25,-5,20,-61,-57,19
160,National Capital Region,Ottawa Division,Ontario,-20,-1,80,-58,-57,18
161,National Capital Region,Ottawa Division,Ontario,-28,-5,103,-56,-54,16
162,National Capital Region,Ottawa Division,Ontario,-25,-9,176,-39,-1,2
163,National Capital Region,Ottawa Division,Ontario,-19,-5,153,-44,1,0
164,National Capital Region,Ottawa Division,Ontario,-22,-3,39,-62,-60,18
165,National Capital Region,Ottawa Division,Ontario,-22,-2,88,-60,-58,17
166,National Capital Region,Ottawa Division,Ontario,-23,-4,30,-59,-58,18
167,National Capital Region,Ottawa Division,Ontario,-19,2,54,-57,-58,17
168,National Capital Region,Ottawa Division,Ontario,-25,0,107,-51,-56,14
169,National Capital Region,Ottawa Division,Ontario,-26,-9,181,-32,-2,0
170,National Capital Region,Ottawa Division,Ontario,-25,-11,2,-46,-7,3
171,National Capital Region,Ottawa Division,Ontario,-35,-24,137,-67,-77,17
172,National Capital Region,Ottawa Division,Ontario,-27,-8,-21,-62,-61,19
173,National Capital Region,Ottawa Division,Ontario,-20,1,59,-60,-58,17
174,National Capital Region,Ottawa Division,Ontario,-16,0,107,-59,-57,16
175,National Capital Region,Ottawa Division,Ontario,-26,-7,100,-57,-55,15
176,National Capital Region,Ottawa Division,Ontario,-23,-10,186,-38,0,1
177,National Capital Region,Ottawa Division,Ontario,-20,-6,83,-47,-1,1
178,National Capital Region,Ottawa Division,Ontario,-20,-6,55,-63,-59,17
179,National Capital Region,Ottawa Division,Ontario,-24,-8,33,-62,-58,18
180,National Capital Region,Ottawa Division,Ontario,-19,-3,89,-58,-57,16
181,National Capital Region,Ottawa Division,Ontario,-18,-3,91,-59,-57,16
182,National Capital Region,Ottawa Division,Ontario,-26,-6,104,-56,-55,15
183,National Capital Region,Ottawa Division,Ontario,-22,-9,212,-36,-1,0
184,National Capital Region,Ottawa Division,Ontario,-20,-10,94,-46,-1,0
185,National Capital Region,Ottawa Division,Ontario,-20,-7,40,-61,-60,17
186,National Capital Region,Ottawa Division,Ontario,-20,-6,63,-60,-57,17
187,National Capital Region,Ottawa Division,Ontario,-19,-4,76,-57,-56,16
188,National Capital Region,Ottawa Division,Ontario,-18,-2,38,-61,-57,16
189,National Capital Region,Ottawa Division,Ontario,-26,-6,72,-58,-54,15
190,National Capital Region,Ottawa Division,Ontario,-21,-9,20,-36,0,0
191,National Capital Region,Ottawa Division,Ontario,-16,-3,20,-44,2,0
192,National Capital Region,Ottawa Division,Ontario,-20,-5,49,-63,-59,16
193,National Capital Region,Ottawa Division,Ontario,-20,-5,59,-61,-57,16
194,National Capital Region,Ottawa Division,Ontario,-19,-3,69,-59,-56,15
195,National Capital Region,Ottawa Division,Ontario,-18,-4,18,-61,-57,17
196,National Capital Region,Ottawa Division,Ontario,-24,-7,91,-56,-53,14
197,National Capital Region,Ottawa Division,Ontario,-23,-8,15,-47,-8,5
198,National Capital Region,Ottawa Division,Ontario,-9,2,20,-40,4,-1
199,National Capital Region,Ottawa Division,Ontario,-14,-2,91,-59,-58,14
200,National Capital Region,Ottawa Division,Ontario,-18,-4,47,-59,-57,16
201,National Capital Region,Ottawa Division,Ontario,-22,-6,8,-62,-57,17
202,National Capital Region,Ottawa Division,Ontario,-13,2,77,-56,-56,15
203,National Capital Region,Ottawa Division,Ontario,-22,-5,61,-54,-53,14
204,National Capital Region,Ottawa Division,Ontario,-18,-5,20,-40,-4,1
205,National Capital Region,Ottawa Division,Ontario,-3,9,20,-39,4,-2
206,National Capital Region,Ottawa Division,Ontario,-57,-55,29,-77,-84,21
207,National Capital Region,Ottawa Division,Ontario,-17,6,13,-58,-58,16
208,National Capital Region,Ottawa Division,Ontario,-24,-7,2,-61,-57,18
209,National Capital Region,Ottawa Division,Ontario,-18,-1,21,-58,-56,17
210,National Capital Region,Ottawa Division,Ontario,-24,-9,78,-53,-52,15
211,National Capital Region,Ottawa Division,Ontario,-15,-3,175,-36,0,2
212,National Capital Region,Ottawa Division,Ontario,-17,-3,37,-46,-2,4
213,National Capital Region,Ottawa Division,Ontario,-19,-6,57,-59,-55,16
214,National Capital Region,Ottawa Division,Ontario,-21,-8,24,-59,-53,17
215,National Capital Region,Ottawa Division,Ontario,-22,-9,58,-59,-54,16
216,National Capital Region,Ottawa Division,Ontario,-19,-4,42,-58,-54,17
217,National Capital Region,Ottawa Division,Ontario,-26,-11,42,-56,-50,16
218,National Capital Region,Ottawa Division,Ontario,-18,-4,113,-42,-1,3
219,National Capital Region,Ottawa Division,Ontario,-13,1,131,-46,3,1
220,National Capital Region,Ottawa Division,Ontario,-22,-8,51,-61,-57,16
221,National Capital Region,Ottawa Division,Ontario,-25,-8,32,-60,-54,17
222,National Capital Region,Ottawa Division,Ontario,-26,-9,41,-62,-53,17
223,National Capital Region,Ottawa Division,Ontario,-25,-7,9,-62,-53,18
224,National Capital Region,Ottawa Division,Ontario,-29,-10,39,-58,-49,16
225,National Capital Region,Ottawa Division,Ontario,-21,-6,131,-46,0,3
226,National Capital Region,Ottawa Division,Ontario,-17,-1,117,-47,4,1
227,National Capital Region,Ottawa Division,Ontario,-25,-8,47,-63,-55,17
228,National Capital Region,Ottawa Division,Ontario,-28,-9,-6,-64,-54,18
229,National Capital Region,Ottawa Division,Ontario,-27,-6,-14,-65,-54,19
230,National Capital Region,Ottawa Division,Ontario,-23,-2,9,-61,-52,18
231,National Capital Region,Ottawa Division,Ontario,-33,-12,-8,-62,-49,19
232,National Capital Region,Ottawa Division,Ontario,-22,-3,78,-47,-3,5
233,National Capital Region,Ottawa Division,Ontario,-20,0,50,-53,-1,4
234,National Capital Region,Ottawa Division,Ontario,-27,-7,6,-65,-56,18
235,National Capital Region,Ottawa Division,Ontario,-28,-6,-4,-64,-53,18
236,National Capital Region,Ottawa Division,Ontario,-32,-9,-26,-68,-53,19
237,National Capital Region,Ottawa Division,Ontario,-24,3,5,-61,-52,18
238,National Capital Region,Ottawa Division,Ontario,-29,0,19,-57,-50,17
239,National Capital Region,Ottawa Division,Ontario,-29,1,89,-49,-4,6
240,National Capital Region,Ottawa Division,Ontario,-27,4,96,-51,0,3
241,National Capital Region,Ottawa Division,Ontario,-70,-62,42,-81,-84,24
242,National Capital Region,Ottawa Division,Ontario,-34,-7,-28,-65,-55,20
243,National Capital Region,Ottawa Division,Ontario,-31,-6,23,-63,-53,19
244,National Capital Region,Ottawa Division,Ontario,-33,-9,-25,-64,-54,21
245,National Capital Region,Ottawa Division,Ontario,-35,-8,-3,-61,-50,20
246,National Capital Region,Ottawa Division,Ontario,-25,-2,107,-46,-7,6
247,National Capital Region,Ottawa Division,Ontario,-25,-1,55,-52,-6,6
248,National Capital Region,Ottawa Division,Ontario,-34,-12,-19,-66,-57,20
249,National Capital Region,Ottawa Division,Ontario,-31,-7,0,-63,-54,19
250,National Capital Region,Ottawa Division,Ontario,-36,-13,-25,-67,-54,21
251,National Capital Region,Ottawa Division,Ontario,-30,-4,0,-61,-53,19
252,National Capital Region,Ottawa Division,Ontario,-30,-8,76,-56,-48,17
253,National Capital Region,Ottawa Division,Ontario,-27,-1,38,-49,-8,7
254,National Capital Region,Ottawa Division,Ontario,-23,1,60,-51,-4,5
255,National Capital Region,Ottawa Division,Ontario,-35,-13,-31,-66,-56,20
256,National Capital Region,Ottawa Division,Ontario,-31,-5,-15,-63,-53,19
257,National Capital Region,Ottawa Division,Ontario,-31,-6,-9,-63,-52,19
258,National Capital Region,Ottawa Division,Ontario,-28,-2,-21,-63,-52,19
259,National Capital Region,Ottawa Division,Ontario,-32,-3,-2,-59,-48,19
260,National Capital Region,Ottawa Division,Ontario,-26,3,51,-47,-6,6
261,National Capital Region,Ottawa Division,Ontario,-29,-3,-21,-56,-9,6
262,National Capital Region,Ottawa Division,Ontario,-35,-12,-29,-67,-55,19
263,National Capital Region,Ottawa Division,Ontario,-36,-15,-36,-66,-53,20
264,National Capital Region,Ottawa Division,Ontario,-35,-12,-14,-67,-52,20
265,National Capital Region,Ottawa Division,Ontario,-29,-7,10,-62,-51,19
266,National Capital Region,Ottawa Division,Ontario,-33,-11,21,-59,-48,19
267,National Capital Region,Ottawa Division,Ontario,-20,-3,114,-47,-2,5
268,National Capital Region,Ottawa Division,Ontario,-15,1,143,-49,2,3
269,National Capital Region,Ottawa Division,Ontario,-27,-8,34,-64,-53,18
270,National Capital Region,Ottawa Division,Ontario,-25,-6,20,-60,-50,18
271,National Capital Region,Ottawa Division,Ontario,-26,-9,-2,-65,-56,20
272,National Capital Region,Ottawa Division,Ontario,-26,-3,-14,-62,-50,19
273,National Capital Region,Ottawa Division,Ontario,-30,-10,-12,-60,-48,20
274,National Capital Region,Ottawa Division,Ontario,-20,-1,37,-48,-4,6
275,National Capital Region,Ottawa Division,Ontario,-26,-8,-30,-56,-6,7
276,National Capital Region,Ottawa Division,Ontario,-31,-12,-24,-66,-54,19
277,National Capital Region,Ottawa Division,Ontario,-31,-12,-31,-65,-50,20
278,National Capital Region,Ottawa Division,Ontario,-32,-12,-30,-67,-51,20
279,National Capital Region,Ottawa Division,Ontario,-27,-6,-18,-64,-50,19
280,National Capital Region,Ottawa Division,Ontario,-29,-8,9,-61,-47,19
281,National Capital Region,Ottawa Division,Ontario,-19,1,24,-53,-3,7
282,National Capital Region,Ottawa Division,Ontario,-22,-1,-9,-57,-4,7
283,National Capital Region,Ottawa Division,Ontario,-33,-18,-26,-66,-54,20
284,National Capital Region,Ottawa Division,Ontario,-29,-10,-33,-66,-50,19
285,National Capital Region,Ottawa Division,Ontario,-39,-22,-36,-68,-52,21
286,National Capital Region,Ottawa Division,Ontario,-25,-5,-37,-65,-50,20
287,National Capital Region,Ottawa Division,Ontario,-25,-5,-21,-59,-46,19
288,National Capital Region,Ottawa Division,Ontario,-16,4,7,-48,-1,7
289,National Capital Region,Ottawa Division,Ontario,-14,6,40,-51,1,5
290,National Capital Region,Ottawa Division,Ontario,-28,-11,-38,-67,-53,19
291,National Capital Region,Ottawa Division,Ontario,-28,-4,-39,-66,-50,19
292,National Capital Region,Ottawa Division,Ontario,-31,-8,-31,-68,-50,20
293,National Capital Region,Ottawa Division,Ontario,-26,-2,-29,-64,-49,19
294,National Capital Region,Ottawa Division,Ontario,-32,-9,-28,-63,-46,20
295,National Capital Region,Ottawa Division,Ontario,-20,2,-6,-53,-3,7
296,National Capital Region,Ottawa Division,Ontario,-19,3,10,-57,0,6
297,National Capital Region,Ottawa Division,Ontario,-28,-7,-21,-67,-53,19
298,National Capital Region,Ottawa Division,Ontario,-29,-8,-31,-67,-49,19
299,National Capital Region,Ottawa Division,Ontario,-34,-11,-28,-68,-50,20
300,National Capital Region,Ottawa Division,Ontario,-25,0,-29,-64,-49,19
301,National Capital Region,Ottawa Division,Ontario,-27,-1,-14,-62,-45,19
302,National Capital Region,Ottawa Division,Ontario,-27,-3,-25,-55,-6,9
303,National Capital Region,Ottawa Division,Ontario,-20,2,-9,-58,-1,6
304,National Capital Region,Ottawa Division,Ontario,-27,-4,-26,-68,-53,19
305,National Capital Region,Ottawa Division,Ontario,-28,-6,-43,-67,-50,19
306,National Capital Region,Ottawa Division,Ontario,-30,-8,-45,-69,-50,20
307,National Capital Region,Ottawa Division,Ontario,-22,4,-36,-65,-49,19
308,National Capital Region,Ottawa Division,Ontario,-28,-3,-24,-62,-45,19
309,National Capital Region,Ottawa Division,Ontario,-20,5,-2,-50,-2,7
310,National Capital Region,Ottawa Division,Ontario,-21,2,5,-55,2,6
311,National Capital Region,Ottawa Division,Ontario,-8,25,-14,-65,-59,18
312,National Capital Region,Ottawa Division,Ontario,-9,30,-33,-65,-57,18
313,National Capital Region,Ottawa Division,Ontario,-9,40,-31,-66,-57,18
314,National Capital Region,Ottawa Division,Ontario,-26,28,-47,-70,-67,20
315,National Capital Region,Ottawa Division,Ontario,-88,-83,-49,-87,-85,28
316,National Capital Region,Ottawa Division,Ontario,-68,-50,-23,-74,-37,13
317,National Capital Region,Ottawa Division,Ontario,-53,-26,15,-69,-19,9
318,National Capital Region,Ottawa Division,Ontario,-53,-23,-28,-81,-78,27
319,National Capital Region,Ottawa Division,Ontario,-47,-10,-30,-77,-69,25
320,National Capital Region,Ottawa Division,Ontario,-46,-3,-26,-77,-69,26
321,National Capital Region,Ottawa Division,Ontario,-38,14,-16,-76,-71,25
322,National Capital Region,Ottawa Division,Ontario,-83,-77,-7,-86,-86,33
323,National Capital Region,Ottawa Division,Ontario,-54,-23,49,-65,-26,13
324,National Capital Region,Ottawa Division,Ontario,-48,-15,29,-65,-16,10
325,National Capital Region,Ottawa Division,Ontario,-47,-15,-24,-75,-62,23
326,National Capital Region,Ottawa Division,Ontario,-49,-17,-33,-73,-61,24
327,National Capital Region,Ottawa Division,Ontario,-50,-18,-33,-75,-60,24
328,National Capital Region,Ottawa Division,Ontario,-49,-15,-36,-74,-60,25
329,National Capital Region,Ottawa Division,Ontario,-52,-20,-27,-73,-57,25
330,National Capital Region,Ottawa Division,Ontario,-50,-13,25,-67,-20,12
331,National Capital Region,Ottawa Division,Ontario,-48,-14,25,-68,-17,9
332,National Capital Region,Ottawa Division,Ontario,-51,-20,-26,-76,-62,24
333,National Capital Region,Ottawa Division,Ontario,-50,-16,-33,-75,-60,24
334,National Capital Region,Ottawa Division,Ontario,-50,-16,-43,-75,-61,24
335,National Capital Region,Ottawa Division,Ontario,-57,-26,-46,-77,-64,26
336,National Capital Region,Ottawa Division,Ontario,-56,-20,-36,-76,-61,27
337,National Capital Region,Ottawa Division,Ontario,-66,-41,-6,-72,-33,15
338,National Capital Region,Ottawa Division,Ontario,-53,-21,12,-71,-25,11
339,National Capital Region,Ottawa Division,Ontario,-55,-27,-35,-78,-65,25
340,National Capital Region,Ottawa Division,Ontario,-56,-27,-44,-77,-64,25
341,National Capital Region,Ottawa Division,Ontario,-56,-26,-44,-78,-63,26
342,National Capital Region,Ottawa Division,Ontario,-57,-30,-44,-76,-64,26
343,National Capital Region,Ottawa Division,Ontario,-54,-21,-28,-75,-60,27
344,National Capital Region,Ottawa Division,Ontario,-54,-19,-18,-72,-27,13
345,National Capital Region,Ottawa Division,Ontario,-53,-21,-14,-74,-25,11
346,National Capital Region,Ottawa Division,Ontario,-55,-28,-37,-77,-65,25
347,National Capital Region,Ottawa Division,Ontario,-56,-27,-41,-77,-63,25
348,National Capital Region,Ottawa Division,Ontario,-55,-25,-32,-76,-63,25
349,National Capital Region,Ottawa Division,Ontario,-53,-22,-47,-76,-63,26
350,National Capital Region,Ottawa Division,Ontario,-55,-23,-43,-76,-60,27
351,National Capital Region,Ottawa Division,Ontario,-51,-15,3,-71,-25,13
352,National Capital Region,Ottawa Division,Ontario,-49,-15,18,-72,-22,10
353,National Capital Region,Ottawa Division,Ontario,-51,-20,-24,-76,-60,23
354,National Capital Region,Ottawa Division,Ontario,-53,-22,-33,-75,-59,23
355,National Capital Region,Ottawa Division,Ontario,-52,-20,-22,-76,-58,23
356,National Capital Region,Ottawa Division,Ontario,-48,-15,-10,-74,-58,23
357,National Capital Region,Ottawa Division,Ontario,-55,-25,-26,-75,-55,25
358,National Capital Region,Ottawa Division,Ontario,-49,-13,38,-71,-23,12
359,National Capital Region,Ottawa Division,Ontario,-50,-17,32,-73,-21,10
360,National Capital Region,Ottawa Division,Ontario,-52,-24,-25,-77,-60,22
361,National Capital Region,Ottawa Division,Ontario,-52,-21,-28,-75,-57,23
362,National Capital Region,Ottawa Division,Ontario,-52,-19,-25,-76,-57,23
363,National Capital Region,Ottawa Division,Ontario,-48,-13,-35,-74,-57,24
364,National Capital Region,Ottawa Division,Ontario,-52,-16,-39,-75,-55,25
365,National Capital Region,Ottawa Division,Ontario,-48,-4,-4,-70,-22,12
